661655538057486340|1446585947895|Tue Nov 03 21:25:47 +0000 2015|automated|False|en|#Read This Book &gt; https://t.co/l18ncpEKIt #9868 VERY RARE!!!  1904, Baptist Cook Book, Paris, Illinios, 2nd Edition https://t.co/IcISvKSSou
661655538539843584|1446585948010|Tue Nov 03 21:25:48 +0000 2015|apple-device|True|en|RT @starwars: With uniquely #StarWars activities like Vader papercrafts &amp; droid rewiring, these little books entertain us a lot. https://t.…
661655539139481600|1446585948153|Tue Nov 03 21:25:48 +0000 2015|apple-device|True|en|RT @realDonaldTrump: "@JayJohnsonLikes: @realDonaldTrump been here in line for two hours already. reading book while waiting. I'll see you …
661655539508711424|1446585948241|Tue Nov 03 21:25:48 +0000 2015|apple-device|True|en|RT @Wyres67: Woo a nice stocking filler for someone maybe. ;-) https://t.co/UJlCzS1Nky
661655538275590144|1446585947947|Tue Nov 03 21:25:47 +0000 2015|android|False|en|Sometimes the strangest things help us learn books of the Bible! I made this up last Sunday randomly #sundayschool https://t.co/dyHJowZUkX
661655540838232065|1446585948558|Tue Nov 03 21:25:48 +0000 2015|tweetdeck|False|en|@Chris_Brady12 Thing is the author is contradicting himself. The average person doesn' read 2k word articles. Anywhere.
661655540238389248|1446585948415|Tue Nov 03 21:25:48 +0000 2015|other|False|en|Are plants intelligent? New book says yes https://t.co/f5AJDwA12Z https://t.co/YeW2Qd63s5
661655540938993664|1446585948582|Tue Nov 03 21:25:48 +0000 2015|webclient|False|en|Hi Knoxville - our #BankrollingtheBench author Scott Greytak is @UTKnoxville this Friday: come listen! https://t.co/Fn8j7CgJXf  #faircourts
661655541505269760|1446585948717|Tue Nov 03 21:25:48 +0000 2015|apple-device|True|en|RT @tyleroakley: @RickyPDillon HOPE YOU LIKE IT TRICKY RICKY STICKY DICKY!!! also feel free to burn it if you hate books
661655541119393792|1446585948625|Tue Nov 03 21:25:48 +0000 2015|automated|False|en|#Read This Book &gt; https://t.co/eziS3Hdfjq #9918 Animal Messengers: An A-Z Guide to Signs and Omens in the Natural … https://t.co/8IrfFTy3Vp
661655542507638784|1446585948956|Tue Nov 03 21:25:48 +0000 2015|android|False|en|Went to WHSmith today. Was so confused whether to buy @ZozeeBo, @tyleroakley, @PointlessBlog or @SprinkleofGlitr's book!!? 😞😞😧😧
661655542805364736|1446585949027|Tue Nov 03 21:25:49 +0000 2015|webclient|True|en|RT @Libroantiguo: Bob Kane, American author and illustrator, died on this day in 1998.
📷Kane on the set of the Batman TV show in 1966. http…
661655544629956608|1446585949462|Tue Nov 03 21:25:49 +0000 2015|automated|False|en|#Read This Book &gt; https://t.co/eoRyrCt610 #2889 1963 VINTAGE Antique General Foods Kitchens Frozen Foods Recipe Co… https://t.co/qrquLmEIEB
661655545137491968|1446585949583|Tue Nov 03 21:25:49 +0000 2015|webclient|True|en|RT @PolisBooks: BREAKING COVER, the first Tony Wolf/Tim Buckthorn thriller by @JD_Rhoades, is just $1.99 for a limited time! https://t.co/L…
661655544629891072|1446585949462|Tue Nov 03 21:25:49 +0000 2015|webclient|False|en|@hRXQN5J3VNfer5Q That's a decision for Del Rey and Disney to make! (I imagine the odds are better if the book sells well.)
661655546366468096|1446585949876|Tue Nov 03 21:25:49 +0000 2015|mobile|False|en|"sometimes its ok to judge a book by its cover" #ALDUBNewCharacter
661655547415015424|1446585950126|Tue Nov 03 21:25:50 +0000 2015|apple-device|True|en|RT @urlilhunty: homosexuality is obviously unnatural it says so!!!!! U kno in that book where a virgin has a baby and a guy walks on water …
661655547075100672|1446585950045|Tue Nov 03 21:25:50 +0000 2015|webclient|False|en|@sunnerberg Heard ur track HIT me @ 323 798 7710 I'm a booking rep I book tour slots SERIOUS ARTIST ONLY. TXT 1st
661655547293376512|1446585950097|Tue Nov 03 21:25:50 +0000 2015|automated|False|en|#Read This Book &gt; https://t.co/UFYfssQO3k #5969 The Fabulous Egg Cookbook by Jeffrey Feinman; published 1979 https://t.co/rDGuxQfRXR
661655547888992256|1446585950239|Tue Nov 03 21:25:50 +0000 2015|apple-device|True|en|RT @SmallBiz4Trump: TRUMP-ATHON | Seven hour wait for @realdonaldtrump to sign copies of campaign book https://t.co/ypGuZydxHu #SmallBiz4Tr…
661655548069355520|1446585950282|Tue Nov 03 21:25:50 +0000 2015|apple-device|False|en|Three weeks to go until Earthquakes In London opens - tickets selling fast - book early via our school website to avoid disappointment! #KES
661655548400705536|1446585950361|Tue Nov 03 21:25:50 +0000 2015|webclient|True|en|RT @AudrinaLane: #RRBC Support the fab authors 
@karljmorgan 
@karmashadow 
@kathay1973 
@katheranallen 
@KatyHuthJones 
@KDhimandk https:/…
661655548664803329|1446585950424|Tue Nov 03 21:25:50 +0000 2015|webclient|False|en|Celebrating Five Years as an Indie Author https://t.co/ZjGf8yf9Qm
661655549629435904|1446585950654|Tue Nov 03 21:25:50 +0000 2015|other|False|en|Enter to #win Let's Knit from DK Canada! Great beginner knitting book! @GlimpseReviews  #giveaway ends 11/23 https://t.co/tXhkvzubnX
661655550648807424|1446585950897|Tue Nov 03 21:25:50 +0000 2015|apple-device|False|en|i always have to buy books for university and they are so expensive ugh
661655549973540864|1446585950736|Tue Nov 03 21:25:50 +0000 2015|automated|False|en|#Read This Book &gt; https://t.co/CX0NV9kUE9 #7538 Trollhunters by Guillermo del Toro Hardcover 1st edition book https://t.co/G5OGmWN1GU
